,Product_Name,Brand,Category,Usage_Frequency,Price_USD,Rating,Number_of_Reviews,Product_Size,Skin_Type,Gender_Target,Packaging_Type,Main_Ingredient,Cruelty_Free,Country_of_Origin,Size_ml,Price_per_ml,Popularity_Score,Usage_Encoded,Segment,Combined_Features
7178,Super Lip Liner,Kiehl’S,Face Mask,Occasional,104.02,2.6,5917,200Ml,Dry,Male,Compact,Shea Butter,False,France,200.0,0.5201,22.582959965696404,2,1,Face Mask Shea Butter Dry Compact
7179,Magic Bronzer,Perricone Md,Serum,Occasional,73.89,2.2,4468,250Ml,Dry,Male,Bottle,Salicylic Acid,False,France,250.0,0.29556,18.490823887653598,2,2,Serum Salicylic Acid Dry Bottle
7180,Magic Contour,It Cosmetics,Serum,Monthly,109.28,2.0,7421,30Ml,Combination,Male,Bottle,Glycerin,True,Usa,30.0,3.6426666666666665,17.824407683241084,1,1,Serum Glycerin Combination Bottle
7181,Perfect Primer,Bourjois,Mascara,Weekly,18.33,4.7,1996,150Ml,Oily,Male,Stick,Shea Butter,False,Usa,150.0,0.12219999999999999,35.71718626705433,3,0,Mascara Shea Butter Oily Stick
7182,Magic Highlighter,Becca,Concealer,Monthly,34.93,1.4,1411,150Ml,Normal,Male,Tube,Vitamin C,True,Uk,150.0,0.23286666666666667,10.153867385274461,1,2,Concealer Vitamin C Normal Tube
7183,Super Face Mask,Juvia’S Place,Bronzer,Daily,141.69,2.2,7027,150Ml,Combination,Female,Stick,Vitamin C,False,Japan,150.0,0.9446,19.486846388475374,0,1,Bronzer Vitamin C Combination Stick
7184,Super Lip Liner,E.L.F.,Concealer,Daily,91.12,3.6,4759,200Ml,Combination,Male,Bottle,Retinol,True,France,200.0,0.4556,30.484810610011678,0,0,Concealer Retinol Combination Bottle
7185,Divine Lip Gloss,Rare Beauty,Serum,Occasional,51.45,1.7,4959,100Ml,Oily,Unisex,Stick,Salicylic Acid,False,Australia,100.0,0.5145000000000001,14.465573733522255,2,2,Serum Salicylic Acid Oily Stick
7186,Ultra Powder,Sisley,Cleanser,Weekly,36.56,3.9,5489,250Ml,Sensitive,Unisex,Jar,Glycerin,True,France,250.0,0.14624,33.581665784563945,3,3,Cleanser Glycerin Sensitive Jar
7187,Ultra Lip Gloss,Huda Beauty,Lip Gloss,Occasional,103.48,2.8,9090,50Ml,Sensitive,Unisex,Spray,Aloe Vera,True,France,50.0,2.0696,25.5221125379412,2,3,Lip Gloss Aloe Vera Sensitive Spray
7188,Ultra Primer,Anastasia Beverly Hills,Lipstick,Occasional,135.88,3.0,493,200Ml,Dry,Male,Tube,Hyaluronic Acid,True,South Korea,200.0,0.6794,18.60760655156377,2,0,Lipstick Hyaluronic Acid Dry Tube
7189,Super Setting Spray,Danessa Myricks,Highlighter,Daily,114.65,1.0,6095,150Ml,Combination,Male,Jar,Hyaluronic Acid,False,Australia,150.0,0.7643333333333334,8.715388097366482,0,1,Highlighter Hyaluronic Acid Combination Jar
7190,Magic Face Mask,Milk Makeup,Face Mask,Occasional,82.38,2.5,274,250Ml,Dry,Male,Tube,Hyaluronic Acid,False,Germany,250.0,0.32952,14.04192774416643,2,0,Face Mask Hyaluronic Acid Dry Tube
7191,Magic Eyeliner,Nars,Primer,Occasional,67.75,2.9,6724,100Ml,Oily,Female,Stick,Glycerin,True,Australia,100.0,0.6775,25.559402892963114,2,3,Primer Glycerin Oily Stick
7192,Magic Eyeliner,Glossier,Lip Gloss,Daily,41.62,4.3,3091,200Ml,Combination,Male,Stick,Aloe Vera,False,Usa,200.0,0.20809999999999998,34.55726566174144,0,0,Lip Gloss Aloe Vera Combination Stick
7193,Divine Eye Shadow,Drunk Elephant,Primer,Occasional,82.74,4.9,5755,50Ml,Combination,Male,Stick,Salicylic Acid,True,Japan,50.0,1.6547999999999998,42.42419053323557,2,3,Primer Salicylic Acid Combination Stick
7194,Super Setting Spray,Patrick Ta,Highlighter,Monthly,52.88,1.7,9275,30Ml,Dry,Unisex,Tube,Hyaluronic Acid,True,Uk,30.0,1.7626666666666668,15.52981568723822,1,2,Highlighter Hyaluronic Acid Dry Tube
7195,Divine Face Oil,It Cosmetics,Exfoliator,Daily,102.11,4.7,1383,150Ml,Dry,Female,Spray,Shea Butter,True,Italy,150.0,0.6807333333333333,33.99384574003479,0,0,Exfoliator Shea Butter Dry Spray
7196,Divine Lipstick,Rare Beauty,Cleanser,Daily,122.75,2.9,5130,150Ml,Normal,Unisex,Jar,Vitamin C,False,South Korea,150.0,0.8183333333333334,24.774861967731695,0,1,Cleanser Vitamin C Normal Jar
7197,Divine Moisturizer,Hourglass,Primer,Weekly,118.7,4.6,1241,30Ml,Combination,Male,Compact,Retinol,True,Germany,30.0,3.9566666666666666,32.77260000746975,3,0,Primer Retinol Combination Compact
7198,Magic Highlighter,Sisley,Lip Gloss,Occasional,147.65,3.6,2648,30Ml,Normal,Unisex,Compact,Hyaluronic Acid,False,Usa,30.0,4.921666666666667,28.37497496137945,2,1,Lip Gloss Hyaluronic Acid Normal Compact
7199,Divine Foundation,Clinique,Moisturizer,Daily,58.5,2.8,9261,150Ml,Dry,Unisex,Jar,Hyaluronic Acid,False,Germany,150.0,0.39,25.57429080371395,0,3,Moisturizer Hyaluronic Acid Dry Jar
7200,Super Primer,Huda Beauty,Face Mask,Daily,127.98,2.4,9995,200Ml,Dry,Male,Compact,Aloe Vera,True,Uk,200.0,0.6399,22.103856700691626,0,1,Face Mask Aloe Vera Dry Compact
7201,Ultra Highlighter,Anastasia Beverly Hills,Makeup Remover,Weekly,116.55,4.3,6592,50Ml,Normal,Male,Stick,Hyaluronic Acid,False,Uk,50.0,2.331,37.81318416418719,3,3,Makeup Remover Hyaluronic Acid Normal Stick
7202,Perfect Face Mask,Kiehl’S,Cc Cream,Monthly,28.65,1.1,8039,50Ml,Dry,Unisex,Spray,Salicylic Acid,False,Uk,50.0,0.573,9.891402798390313,1,2,Cc Cream Salicylic Acid Dry Spray
7203,Ultra Face Oil,Glossier,Primer,Daily,33.03,1.7,1932,100Ml,Normal,Female,Stick,Vitamin C,False,Germany,100.0,0.33030000000000004,12.863608414654163,0,2,Primer Vitamin C Normal Stick
7204,Divine Face Mask,Tarte,Moisturizer,Weekly,112.17,3.6,2215,200Ml,Oily,Male,Jar,Retinol,True,Germany,200.0,0.56085,27.73245257232183,3,0,Moisturizer Retinol Oily Jar
7205,Ultra Powder,Juvia’S Place,Lipstick,Weekly,114.76,2.5,7569,100Ml,Combination,Unisex,Spray,Vitamin C,True,Uk,100.0,1.1476,22.32987086607874,3,1,Lipstick Vitamin C Combination Spray
7206,Divine Eye Shadow,Kylie Cosmetics,Serum,Monthly,117.68,2.1,2612,150Ml,Dry,Female,Spray,Salicylic Acid,False,Uk,150.0,0.7845333333333334,16.523333957593287,1,1,Serum Salicylic Acid Dry Spray
7207,Ultra Moisturizer,Fenty Beauty,Serum,Daily,52.18,3.1,2403,200Ml,Combination,Male,Tube,Vitamin C,False,Uk,200.0,0.2609,24.133156816530807,0,0,Serum Vitamin C Combination Tube
7208,Perfect Lip Liner,Huda Beauty,Contour,Occasional,131.67,3.5,5520,250Ml,Dry,Female,Stick,Hyaluronic Acid,False,Usa,250.0,0.5266799999999999,30.157099987994155,2,1,Contour Hyaluronic Acid Dry Stick
7209,Magic Exfoliator,Danessa Myricks,Highlighter,Weekly,82.96,2.1,3539,100Ml,Normal,Male,Stick,Salicylic Acid,False,Germany,100.0,0.8295999999999999,17.160952212868423,3,1,Highlighter Salicylic Acid Normal Stick
7210,Divine Moisturizer,Glossier,Primer,Occasional,82.43,2.6,9768,30Ml,Combination,Male,Spray,Hyaluronic Acid,True,Usa,30.0,2.747666666666667,23.88612040269765,2,3,Primer Hyaluronic Acid Combination Spray
7211,Perfect Bronzer,Morphe,Cleanser,Weekly,46.07,2.6,7009,50Ml,Combination,Male,Jar,Salicylic Acid,True,Australia,50.0,0.9214,23.02324174807445,3,2,Cleanser Salicylic Acid Combination Jar
7212,Magic Bb Cream,Huda Beauty,Contour,Occasional,11.05,3.4,5920,50Ml,Normal,Male,Compact,Glycerin,False,Japan,50.0,0.221,29.533286150608035,2,2,Contour Glycerin Normal Compact
7213,Perfect Cc Cream,Ilia Beauty,Serum,Occasional,11.07,4.1,9255,200Ml,Dry,Female,Jar,Glycerin,True,France,200.0,0.05535,37.44541180238139,2,3,Serum Glycerin Dry Jar
7214,Super Cleanser,Anastasia Beverly Hills,Face Mask,Weekly,80.74,2.5,1324,200Ml,Combination,Male,Stick,Hyaluronic Acid,True,France,200.0,0.40369999999999995,17.972919346050805,3,0,Face Mask Hyaluronic Acid Combination Stick
7215,Super Setting Spray,Laura Mercier,Blush,Occasional,32.36,2.8,8940,150Ml,Sensitive,Male,Tube,Vitamin C,True,Italy,150.0,0.21573333333333333,25.47552761245889,2,2,Blush Vitamin C Sensitive Tube
7216,Ultra Primer,Rare Beauty,Bb Cream,Daily,122.03,4.8,7832,150Ml,Oily,Male,Spray,Hyaluronic Acid,True,Japan,150.0,0.8135333333333333,43.037284115362745,0,3,Bb Cream Hyaluronic Acid Oily Spray
7217,Divine Mascara,Huda Beauty,Makeup Remover,Occasional,99.84,3.4,2972,150Ml,Dry,Male,Tube,Hyaluronic Acid,True,Uk,150.0,0.6656,27.19091119819353,2,0,Makeup Remover Hyaluronic Acid Dry Tube
7218,Perfect Makeup Remover,Milk Makeup,Exfoliator,Daily,89.83,4.9,111,100Ml,Sensitive,Male,Stick,Vitamin C,False,France,100.0,0.8983,23.12064446934596,0,0,Exfoliator Vitamin C Sensitive Stick
7219,Magic Contour,Bobby Brown,Lip Liner,Occasional,54.12,3.1,7650,100Ml,Sensitive,Unisex,Stick,Retinol,False,South Korea,100.0,0.5412,27.72203407541874,2,3,Lip Liner Retinol Sensitive Stick
7220,Perfect Contour,Patrick Ta,Moisturizer,Monthly,145.64,1.4,9211,100Ml,Normal,Unisex,Tube,Retinol,False,Japan,100.0,1.4564,12.779567165316804,1,1,Moisturizer Retinol Normal Tube
7221,Divine Eyeliner,Bourjois,Powder,Occasional,56.38,2.8,2260,250Ml,Dry,Male,Compact,Aloe Vera,False,Usa,250.0,0.22552,21.625974922378315,2,2,Powder Aloe Vera Dry Compact
7222,Perfect Setting Spray,Glossier,Serum,Occasional,75.64,1.5,7065,50Ml,Normal,Female,Jar,Hyaluronic Acid,True,Japan,50.0,1.5128,13.294574741878634,2,2,Serum Hyaluronic Acid Normal Jar
7223,Super Face Oil,Charlotte Tilbury,Cleanser,Daily,51.97,2.3,7332,250Ml,Dry,Unisex,Stick,Shea Butter,True,Germany,250.0,0.20788,20.47032197261574,0,2,Cleanser Shea Butter Dry Stick
7224,Ultra Cc Cream,Make Up For Ever,Bb Cream,Daily,27.33,1.6,7099,30Ml,Dry,Male,Compact,Hyaluronic Acid,True,France,30.0,0.9109999999999999,14.18856010084705,0,2,Bb Cream Hyaluronic Acid Dry Compact
7225,Magic Cc Cream,Milk Makeup,Serum,Occasional,57.65,2.7,6715,30Ml,Oily,Female,Stick,Glycerin,False,Uk,30.0,1.9216666666666666,23.793069649133066,2,2,Serum Glycerin Oily Stick
7226,Magic Mascara,Bourjois,Contour,Daily,72.37,2.0,7434,100Ml,Normal,Male,Bottle,Shea Butter,True,South Korea,100.0,0.7237,17.82790771778851,0,2,Contour Shea Butter Normal Bottle
7227,Super Makeup Remover,Kiehl’S,Eye Shadow,Occasional,91.64,2.7,4554,250Ml,Dry,Unisex,Jar,Salicylic Acid,False,Italy,250.0,0.36656,22.744748186173958,2,1,Eye Shadow Salicylic Acid Dry Jar
7228,Super Mascara,Drunk Elephant,Mascara,Daily,92.85,1.6,256,50Ml,Normal,Unisex,Tube,Aloe Vera,False,Usa,50.0,1.857,8.878521735832352,0,1,Mascara Aloe Vera Normal Tube
7229,Super Lip Liner,Laura Mercier,Foundation,Weekly,15.67,3.3,6962,100Ml,Dry,Female,Tube,Glycerin,False,South Korea,100.0,0.1567,29.199606793310405,3,2,Foundation Glycerin Dry Tube
7230,Ultra Contour,Perricone Md,Blush,Daily,36.33,3.4,8683,200Ml,Combination,Female,Tube,Vitamin C,True,Australia,200.0,0.18164999999999998,30.835407605393815,0,3,Blush Vitamin C Combination Tube
7231,Divine Blush,Natasha Denona,Lip Gloss,Occasional,52.54,1.6,7970,50Ml,Combination,Unisex,Tube,Hyaluronic Acid,False,Germany,50.0,1.0508,14.373704375084678,2,2,Lip Gloss Hyaluronic Acid Combination Tube
7232,Super Cc Cream,Rare Beauty,Cleanser,Daily,24.36,2.9,4853,200Ml,Dry,Male,Stick,Retinol,False,Australia,200.0,0.12179999999999999,24.613919320230988,0,2,Cleanser Retinol Dry Stick
7233,Perfect Setting Spray,Natasha Denona,Foundation,Occasional,34.73,1.8,1837,200Ml,Dry,Female,Compact,Vitamin C,False,Italy,200.0,0.17364999999999997,13.529579945248138,2,2,Foundation Vitamin C Dry Compact
7234,Super Serum,Kiehl’S,Face Mask,Occasional,107.71,1.5,9673,200Ml,Combination,Male,Tube,Aloe Vera,True,Japan,200.0,0.53855,13.765795730074394,2,1,Face Mask Aloe Vera Combination Tube
7235,Ultra Contour,Becca,Makeup Remover,Weekly,60.8,4.9,8024,200Ml,Normal,Male,Stick,Vitamin C,False,Australia,200.0,0.304,44.05255304519127,3,3,Makeup Remover Vitamin C Normal Stick
7236,Magic Bb Cream,Shiseido,Foundation,Occasional,146.39,3.3,1427,250Ml,Combination,Female,Stick,Vitamin C,False,Italy,250.0,0.58556,23.971299471568447,2,1,Foundation Vitamin C Combination Stick
7237,Perfect Serum,Juvia’S Place,Lip Liner,Monthly,65.32,4.2,6564,200Ml,Sensitive,Female,Stick,Salicylic Acid,False,Italy,200.0,0.32659999999999995,36.91593270429497,1,3,Lip Liner Salicylic Acid Sensitive Stick
7238,Super Eyeliner,Too Faced,Bb Cream,Weekly,82.34,4.3,2555,50Ml,Oily,Unisex,Spray,Vitamin C,True,Germany,50.0,1.6468,33.73865490663893,3,0,Bb Cream Vitamin C Oily Spray
7239,Super Blush,Anastasia Beverly Hills,Exfoliator,Occasional,40.6,1.5,6371,150Ml,Combination,Male,Tube,Retinol,False,Usa,150.0,0.27066666666666667,13.139503006544908,2,2,Exfoliator Retinol Combination Tube
7240,Super Lip Liner,Urban Decay,Mascara,Occasional,142.93,4.4,2002,250Ml,Normal,Female,Bottle,Aloe Vera,False,Italy,250.0,0.57172,33.4505658769296,2,0,Mascara Aloe Vera Normal Bottle
7241,Super Exfoliator,Patrick Ta,Lip Gloss,Weekly,18.5,1.1,4639,200Ml,Oily,Unisex,Jar,Hyaluronic Acid,False,Japan,200.0,0.0925,9.286716609742331,3,2,Lip Gloss Hyaluronic Acid Oily Jar
7242,Divine Cc Cream,Rms Beauty,Moisturizer,Occasional,65.02,3.4,1548,100Ml,Normal,Unisex,Stick,Aloe Vera,False,Italy,100.0,0.6502,24.974240457417352,2,0,Moisturizer Aloe Vera Normal Stick
7243,Magic Lipstick,Ilia Beauty,Lipstick,Monthly,66.82,4.0,4745,150Ml,Sensitive,Male,Compact,Shea Butter,False,Usa,150.0,0.4454666666666666,33.860229747982835,1,0,Lipstick Shea Butter Sensitive Compact
7244,Divine Setting Spray,Too Faced,Face Mask,Monthly,139.36,3.8,4580,100Ml,Sensitive,Male,Jar,Glycerin,False,Italy,100.0,1.3936000000000002,32.03275585676962,1,1,Face Mask Glycerin Sensitive Jar
7245,Perfect Primer,Hourglass,Face Oil,Monthly,123.03,4.1,7644,50Ml,Oily,Unisex,Stick,Aloe Vera,False,Australia,50.0,2.4606,36.66140918528897,1,3,Face Oil Aloe Vera Oily Stick
7246,Divine Bb Cream,Kylie Cosmetics,Contour,Monthly,95.03,2.6,3011,30Ml,Oily,Unisex,Stick,Vitamin C,False,Usa,30.0,3.167666666666667,20.82693493119144,1,1,Contour Vitamin C Oily Stick
7247,Super Eyeliner,Drunk Elephant,Serum,Weekly,78.15,1.7,4522,100Ml,Combination,Male,Tube,Glycerin,True,Uk,100.0,0.7815000000000001,14.308782308112335,3,2,Serum Glycerin Combination Tube
7248,Super Exfoliator,Fenty Beauty,Setting Spray,Daily,67.99,2.6,2334,150Ml,Combination,Male,Bottle,Aloe Vera,False,Germany,150.0,0.45326666666666665,20.164994642267796,0,0,Setting Spray Aloe Vera Combination Bottle
7249,Magic Blush,Laura Mercier,Cleanser,Daily,61.55,1.8,4879,50Ml,Normal,Female,Stick,Hyaluronic Acid,False,Usa,50.0,1.2309999999999999,15.287220897924948,0,2,Cleanser Hyaluronic Acid Normal Stick
7250,Super Eye Shadow,Rare Beauty,Bronzer,Weekly,101.54,3.9,3767,50Ml,Oily,Unisex,Spray,Retinol,False,Australia,50.0,2.0308,32.11376857921539,3,0,Bronzer Retinol Oily Spray
7251,Super Face Mask,Yves Saint Laurent,Face Mask,Weekly,113.29,1.3,9933,50Ml,Normal,Male,Jar,Hyaluronic Acid,True,Italy,50.0,2.2658,11.964834044367485,3,1,Face Mask Hyaluronic Acid Normal Jar
7252,Magic Face Mask,Glossier,Contour,Weekly,112.33,3.2,5294,50Ml,Combination,Male,Tube,Retinol,False,Usa,50.0,2.2466,27.438458425713623,3,1,Contour Retinol Combination Tube
7253,Super Face Mask,Sisley,Eye Shadow,Daily,75.11,2.4,8959,150Ml,Sensitive,Female,Tube,Salicylic Acid,False,South Korea,150.0,0.5007333333333334,21.84126121432554,0,3,Eye Shadow Salicylic Acid Sensitive Tube
7254,Magic Exfoliator,Urban Decay,Setting Spray,Occasional,100.81,4.6,5226,50Ml,Sensitive,Female,Spray,Vitamin C,False,Australia,50.0,2.0162,39.38332678207944,2,3,Setting Spray Vitamin C Sensitive Spray
7255,Ultra Setting Spray,Natasha Denona,Moisturizer,Monthly,89.73,2.9,7831,150Ml,Dry,Unisex,Spray,Salicylic Acid,True,South Korea,150.0,0.5982000000000001,26.001322234210004,1,3,Moisturizer Salicylic Acid Dry Spray
7256,Divine Lipstick,Anastasia Beverly Hills,Cc Cream,Weekly,120.72,3.5,114,150Ml,Dry,Male,Stick,Retinol,True,Australia,150.0,0.8048,16.607262449271374,3,0,Cc Cream Retinol Dry Stick
7257,Divine Face Mask,Milk Makeup,Makeup Remover,Monthly,41.44,3.1,8634,30Ml,Oily,Male,Spray,Shea Butter,True,France,30.0,1.3813333333333333,28.09709487080042,1,3,Makeup Remover Shea Butter Oily Spray
7258,Super Mascara,Kylie Cosmetics,Makeup Remover,Weekly,22.05,2.1,8756,200Ml,Combination,Unisex,Compact,Shea Butter,False,Uk,200.0,0.11025,19.062978184996673,3,2,Makeup Remover Shea Butter Combination Compact
7259,Perfect Moisturizer,Huda Beauty,Concealer,Monthly,113.15,1.2,2106,150Ml,Oily,Unisex,Bottle,Salicylic Acid,False,Japan,150.0,0.7543333333333334,9.183624496565026,1,1,Concealer Salicylic Acid Oily Bottle
7260,Super Eye Shadow,Kylie Cosmetics,Mascara,Daily,121.47,1.3,1553,50Ml,Dry,Male,Bottle,Aloe Vera,False,South Korea,50.0,2.4294,9.55316379020587,0,1,Mascara Aloe Vera Dry Bottle
7261,Super Lip Gloss,Hourglass,Mascara,Weekly,119.86,3.1,3058,50Ml,Combination,Unisex,Compact,Shea Butter,True,Australia,50.0,2.3971999999999998,24.8801143668678,3,1,Mascara Shea Butter Combination Compact
7262,Perfect Eyeliner,Clinique,Lipstick,Monthly,46.76,4.5,1863,250Ml,Oily,Female,Jar,Salicylic Acid,True,South Korea,250.0,0.18703999999999998,33.88715997860491,1,0,Lipstick Salicylic Acid Oily Jar
7263,Magic Lip Gloss,Becca,Powder,Daily,25.5,1.8,5034,150Ml,Sensitive,Female,Bottle,Vitamin C,False,Japan,150.0,0.17,15.343503849274793,0,2,Powder Vitamin C Sensitive Bottle
7264,Super Face Oil,Rare Beauty,Lipstick,Occasional,119.06,1.3,1347,30Ml,Combination,Female,Tube,Aloe Vera,False,Usa,30.0,3.9686666666666666,9.368290478913929,2,1,Lipstick Aloe Vera Combination Tube
7265,Magic Primer,Rms Beauty,Makeup Remover,Monthly,75.49,4.3,8813,250Ml,Combination,Unisex,Bottle,Glycerin,True,Italy,250.0,0.30196,39.0616155752283,1,3,Makeup Remover Glycerin Combination Bottle
7266,Magic Powder,Rare Beauty,Bronzer,Occasional,133.7,3.5,8787,100Ml,Dry,Female,Bottle,Hyaluronic Acid,True,France,100.0,1.337,31.783998517265754,2,3,Bronzer Hyaluronic Acid Dry Bottle
7267,Ultra Foundation,Patrick Ta,Bb Cream,Daily,86.2,1.8,2913,100Ml,Oily,Female,Spray,Retinol,False,Italy,100.0,0.862,14.359107576159271,0,1,Bb Cream Retinol Oily Spray
7268,Divine Makeup Remover,Sisley,Cleanser,Occasional,98.91,4.6,7106,200Ml,Normal,Male,Stick,Shea Butter,False,Uk,200.0,0.49455,40.79664326700371,2,3,Cleanser Shea Butter Normal Stick
7269,Perfect Serum,Bourjois,Lip Liner,Daily,40.92,4.2,6824,100Ml,Dry,Female,Bottle,Vitamin C,False,Germany,100.0,0.4092,37.07906000422327,0,3,Lip Liner Vitamin C Dry Bottle
7270,Divine Lipstick,Colourpop,Cc Cream,Monthly,45.46,3.0,1332,150Ml,Dry,Female,Compact,Shea Butter,True,Germany,150.0,0.30306666666666665,21.585561960536126,1,0,Cc Cream Shea Butter Dry Compact
7271,Perfect Contour,Bite Beauty,Primer,Weekly,35.83,2.6,5614,250Ml,Oily,Male,Tube,Vitamin C,True,South Korea,250.0,0.14332,22.446311854648613,3,2,Primer Vitamin C Oily Tube
7272,Perfect Moisturizer,E.L.F.,Setting Spray,Occasional,58.17,2.3,3646,250Ml,Normal,Female,Tube,Salicylic Acid,False,Italy,250.0,0.23268,18.863818438859962,2,2,Setting Spray Salicylic Acid Normal Tube
7273,Divine Concealer,Tatcha,Powder,Occasional,134.5,4.2,9977,50Ml,Sensitive,Female,Tube,Salicylic Acid,False,South Korea,50.0,2.69,38.674179383368134,2,3,Powder Salicylic Acid Sensitive Tube
7274,Magic Lip Gloss,Becca,Face Oil,Occasional,109.32,3.2,4475,150Ml,Normal,Female,Tube,Salicylic Acid,True,Japan,150.0,0.7288,26.900752222181815,2,1,Face Oil Salicylic Acid Normal Tube
7275,Ultra Highlighter,Kiehl’S,Cleanser,Occasional,16.84,2.4,3553,50Ml,Dry,Male,Compact,Retinol,False,Australia,50.0,0.3368,19.621989620915034,2,2,Cleanser Retinol Dry Compact
7276,Super Exfoliator,Kvd Beauty,Setting Spray,Monthly,10.07,3.1,6728,100Ml,Normal,Unisex,Tube,Glycerin,False,South Korea,100.0,0.1007,27.323963651883783,1,2,Setting Spray Glycerin Normal Tube
7277,Perfect Powder,Hourglass,Foundation,Occasional,11.55,3.3,9438,250Ml,Sensitive,Female,Compact,Glycerin,False,Usa,250.0,0.046200000000000005,30.203597560372316,2,3,Foundation Glycerin Sensitive Compact
7278,Perfect Lip Liner,Drunk Elephant,Bb Cream,Monthly,137.33,1.4,1188,100Ml,Combination,Unisex,Stick,Aloe Vera,False,Usa,100.0,1.3733000000000002,9.913215055367093,1,1,Bb Cream Aloe Vera Combination Stick
7279,Divine Cleanser,Ilia Beauty,Concealer,Monthly,120.05,4.1,2932,200Ml,Sensitive,Female,Stick,Vitamin C,False,Japan,200.0,0.60025,32.73350238280754,1,0,Concealer Vitamin C Sensitive Stick
7280,Super Foundation,Natasha Denona,Makeup Remover,Weekly,14.1,1.4,7354,30Ml,Dry,Female,Spray,Salicylic Acid,False,Germany,30.0,0.47,12.464389886249752,3,2,Makeup Remover Salicylic Acid Dry Spray
7281,Perfect Primer,Urban Decay,Bronzer,Daily,61.08,1.0,3162,30Ml,Normal,Unisex,Spray,Salicylic Acid,False,Italy,30.0,2.036,8.059276223305648,0,2,Bronzer Salicylic Acid Normal Spray
7282,Perfect Bronzer,Drunk Elephant,Face Oil,Monthly,43.69,2.5,1008,200Ml,Normal,Female,Spray,Vitamin C,True,Japan,200.0,0.21844999999999998,17.29178755088402,1,2,Face Oil Vitamin C Normal Spray
7283,Perfect Lip Liner,Morphe,Serum,Daily,121.98,3.6,9187,30Ml,Sensitive,Female,Jar,Retinol,False,France,30.0,4.066,32.85235282971236,0,3,Serum Retinol Sensitive Jar
7284,Ultra Powder,Anastasia Beverly Hills,Eye Shadow,Daily,51.01,2.2,71,50Ml,Combination,Female,Bottle,Hyaluronic Acid,False,Uk,50.0,1.0202,9.408665461835323,0,0,Eye Shadow Hyaluronic Acid Combination Bottle
7285,Divine Bronzer,Bobby Brown,Setting Spray,Monthly,29.56,3.2,753,150Ml,Oily,Male,Tube,Retinol,False,South Korea,150.0,0.19706666666666667,21.20125557762546,1,0,Setting Spray Retinol Oily Tube
7286,Magic Mascara,Hourglass,Moisturizer,Occasional,98.78,1.4,327,200Ml,Combination,Unisex,Stick,Aloe Vera,True,Australia,200.0,0.4939,8.1102190517378,2,1,Moisturizer Aloe Vera Combination Stick
7287,Magic Mascara,Huda Beauty,Lip Liner,Weekly,34.86,2.6,3429,150Ml,Oily,Male,Stick,Retinol,True,Japan,150.0,0.2324,21.164820404415963,3,2,Lip Liner Retinol Oily Stick
7288,Ultra Eyeliner,Too Faced,Foundation,Weekly,124.14,2.2,9769,100Ml,Sensitive,Female,Bottle,Vitamin C,True,Italy,100.0,1.2414,20.211557839081024,3,1,Foundation Vitamin C Sensitive Bottle
7289,Perfect Exfoliator,Tatcha,Moisturizer,Monthly,132.12,4.2,5772,50Ml,Combination,Male,Bottle,Vitamin C,False,Uk,50.0,2.6424000000000003,36.37597805125592,1,3,Moisturizer Vitamin C Combination Bottle
7290,Ultra Powder,Natasha Denona,Serum,Monthly,121.43,4.3,271,250Ml,Oily,Male,Bottle,Vitamin C,False,Japan,250.0,0.48572000000000004,24.10494888507279,1,0,Serum Vitamin C Oily Bottle
7291,Super Bb Cream,Nars,Serum,Weekly,105.47,1.5,4707,150Ml,Sensitive,Male,Stick,Vitamin C,True,South Korea,150.0,0.7031333333333333,12.685527702570251,3,1,Serum Vitamin C Sensitive Stick
7292,Super Cleanser,It Cosmetics,Concealer,Monthly,87.41,2.4,9571,30Ml,Dry,Female,Bottle,Vitamin C,False,France,30.0,2.9136666666666664,21.999833877667836,1,3,Concealer Vitamin C Dry Bottle
7293,Perfect Lip Liner,Make Up For Ever,Makeup Remover,Occasional,112.53,2.2,2233,150Ml,Oily,Female,Stick,Shea Butter,False,Italy,150.0,0.7502,16.965407755184124,2,1,Makeup Remover Shea Butter Oily Stick
7294,Magic Foundation,Milk Makeup,Makeup Remover,Weekly,62.6,4.6,4423,200Ml,Dry,Unisex,Jar,Hyaluronic Acid,True,Germany,200.0,0.313,38.61607789872998,3,0,Makeup Remover Hyaluronic Acid Dry Jar
7295,Magic Exfoliator,Make Up For Ever,Exfoliator,Daily,144.3,1.8,5824,150Ml,Dry,Unisex,Stick,Hyaluronic Acid,True,France,150.0,0.9620000000000001,15.605845701181025,0,1,Exfoliator Hyaluronic Acid Dry Stick
7296,Divine Lip Liner,Colourpop,Lip Gloss,Weekly,107.45,2.2,1923,150Ml,Normal,Male,Tube,Aloe Vera,True,South Korea,150.0,0.7163333333333334,16.636755588696435,3,1,Lip Gloss Aloe Vera Normal Tube
7297,Super Lip Liner,Bobby Brown,Face Oil,Monthly,62.92,1.2,6846,50Ml,Normal,Male,Tube,Vitamin C,False,France,50.0,1.2584,10.597879054945276,1,2,Face Oil Vitamin C Normal Tube
7298,Ultra Cleanser,Too Faced,Eye Shadow,Daily,138.34,1.9,1820,50Ml,Dry,Female,Tube,Vitamin C,True,Italy,50.0,2.7668,14.263568051482455,0,1,Eye Shadow Vitamin C Dry Tube
